Image_ID,Question_Type,Question,Ground_Truth,BAN_Prediction,BLIP2_Prediction,BAN_Correct,BLIP2_Correct
xmlab285/source.jpg,OPEN,What organ is the gray part on the left of the image?,Liver,Liver,Liver,True,True
xmlab285/source.jpg,OPEN,What is the scanning plane of this image?,Transverse  Plane,Transverse  Plane,Transverse  Plane,True,True
xmlab291/source.jpg,OPEN,What modality is used to take this image?,CT,CT,CT,True,True
xmlab291/source.jpg,OPEN,Which part of the body does this image belong to?,Abdomen,Abdomen,Abdomen,True,True
xmlab291/source.jpg,OPEN,What is the largest organ in the picture?,Small Bowel,Small Bowel,Small Bowel,True,True
xmlab291/source.jpg,CLOSED,Does the picture contain liver?,No,No,No,True,True
xmlab291/source.jpg,CLOSED,Does the picture contain kidney?,Yes,Yes,Yes,True,True
xmlab291/source.jpg,CLOSED,Does the picture contain spleen?,No,No,No,True,True
xmlab291/source.jpg,OPEN,How many kidneys in this image?,2,2,2,True,True
xmlab291/source.jpg,OPEN,What is the organ located in the lower right corner?,Left Kidney,Left Kidney,Right Kidney,True,False
xmlab291/source.jpg,OPEN,What is the organ on the left side of this image?,Large Bowel,Right Kidney,Right Kidney,False,False
xmlab291/source.jpg,OPEN,Which is the kidney?,Symmetrical to the bone marrow,Symmetrical to the bone marrow,Symmetrical to the bone marrow,True,True
xmlab291/source.jpg,OPEN,What is the scanning plane of this image?,Transverse  Plane,Transverse  Plane,Transverse  Plane,True,True
xmlab291/source.jpg,OPEN,What organ is the gray part on the lower left of the image?,Right Kidney,Liver,Small Bowel,False,False
xmlab303/source.jpg,CLOSED,"Which type of modality is shown about this image, MRI, CT or X-Ray?",X-Ray,X-Ray,X-Ray,True,True
xmlab303/source.jpg,OPEN,In what plane is this image scanned?,Coronal Plane,Coronal Plane,Coronal Plane,True,True
xmlab303/source.jpg,CLOSED,Do the organs in the image exist in the chest?,Yes,Yes,Yes,True,True
xmlab303/source.jpg,OPEN,Where is/are the abnormality located in this picture?,Both Lung,Lower Left Lung,Lower Left Lung,False,False
xmlab303/source.jpg,OPEN,Where is the pleural effusion?,Lower Left Lung,Right Chest,Lower Right Lung,False,False
xmlab303/source.jpg,CLOSED,Is this a study of the chest?,Yes,Yes,Yes,True,True
xmlab303/source.jpg,OPEN,What is the main organ in the image?,Lung,Lung,Lung,True,True
xmlab303/source.jpg,OPEN,What disease is/are shown on the left of lung?,Pleural Effusion,Atelectasis,Pneumonia,False,False
xmlab303/source.jpg,CLOSED,Does the lung look abnormal?,Yes,Yes,Yes,True,True
xmlab303/source.jpg,CLOSED,Can pleural infiltration be observed on the lower right lung in this picture?,Yes,No,No,False,False
xmlab303/source.jpg,OPEN,What color does the left lung show in the picture?,Black,Black,Black,True,True
xmlab303/source.jpg,OPEN,How many organs are there in this image?,2,2,2,True,True
xmlab303/source.jpg,OPEN,How much damage will be caused to the body taking such an image?,A Little,A Little,A Little,True,True
xmlab303/source.jpg,OPEN,How to treat the disease located on the left of lung in this image?,"Medical treatment, surgical treatment","Medical treatment, surgical treatment","Medical treatment, surgical treatment",True,True
xmlab303/source.jpg,OPEN,Which organs/organ in the picture belong to the circulatory system?,Heart,Heart,Heart,True,True
xmlab307/source.jpg,CLOSED,Is this an MRI?,No,No,No,True,True
xmlab307/source.jpg,OPEN,What scanning plane does this image belong to?,Coronal Plane,Coronal Plane,Coronal Plane,True,True
xmlab307/source.jpg,OPEN,Which part of the human body is the organ located in the image?,Chest,Chest,Chest,True,True
xmlab307/source.jpg,OPEN,Where is/are the abnormality located in this picture?,Lower Right Lung,Lower Left Lung,Lower Left Lung,False,False
xmlab307/source.jpg,OPEN,Where is the atelectasis in the lung?,Lower Right Lung,Lower Left Lung,Lower Left Lung,False,False
xmlab307/source.jpg,OPEN,What is the main organ in the image?,Lung,Lung,Lung,True,True
xmlab307/source.jpg,CLOSED,Is this a study of the chest?,Yes,Yes,Yes,True,True
xmlab307/source.jpg,CLOSED,Is the lung normal appearing?,No,No,No,True,True
xmlab307/source.jpg,CLOSED,Does the lung look abnormal?,Yes,Yes,Yes,True,True
xmlab307/source.jpg,CLOSED,Can atelectasis be observed on the lower left lung in this picture?,No,Yes,Yes,False,False
xmlab307/source.jpg,OPEN,What color is the lung in the picture?,Black,Black,Black,True,True
xmlab307/source.jpg,OPEN,How many existing heart in this image?,1,1,1,True,True
xmlab307/source.jpg,OPEN,What is the function of the main organ in this picture?,Breathe,Breathe,Breathe,True,True
xmlab307/source.jpg,OPEN,What kind of symptoms will the disease on the lower right lung bring to the patient?,"Chest tightness, shortness of breath, difficulty breathing, dry cough","Cough foamy mucus sputum, dyspnea, cough, chest pain","Cough foamy mucus sputum, dyspnea, cough, chest pain",False,False
xmlab307/source.jpg,OPEN,Which organs/organ in the picture belong to the circulatory system?,Heart,Heart,Heart,True,True
xmlab309/source.jpg,CLOSED,Is this image taken via X-Ray?,Yes,Yes,Yes,True,True
xmlab309/source.jpg,OPEN,What scanning plane does this image belong to?,Coronal Plane,Coronal Plane,Coronal Plane,True,True
xmlab309/source.jpg,OPEN,Which part do the organs in this image locate from the aspect of the whole body?,Chest,Chest,Chest,True,True
xmlab309/source.jpg,CLOSED,"Which side of lung is abnormal in this image,left or right?",Right,Left,Left,False,False
xmlab309/source.jpg,OPEN,Where is the infiltration in the lung?,Right Lung,Lower Left Lung,Upper Left Lung,False,False
xmlab309/source.jpg,CLOSED,Is this a study of the head?,No,No,No,True,True
xmlab309/source.jpg,CLOSED,Is this a study of the chest?,Yes,Yes,Yes,True,True
xmlab309/source.jpg,CLOSED,Is this image normal?,No,No,No,True,True
xmlab309/source.jpg,CLOSED,Are there abnormalities in this image?,Yes,Yes,Yes,True,True
xmlab309/source.jpg,CLOSED,Can infiltration be observed on the right lung in this picture?,Yes,Yes,Yes,True,True
xmlab309/source.jpg,OPEN,What color does the right lung show in the picture?,Gray,Black,Black,False,False
xmlab309/source.jpg,OPEN,How many existing lungs in this image?,2,2,2,True,True
xmlab309/source.jpg,OPEN,What is the function of the main organ in this picture?,Breathe,Breathe,Breathe,True,True
xmlab309/source.jpg,OPEN,How to treat the disease located on the right of lung in this image?,Medical treatment,"Medical treatment, surgical treatment","Medical treatment, surgical treatment",False,False
xmlab309/source.jpg,OPEN,Which organs/organ is part of the respiratory system in this image?,Lung,Lung,Lung,True,True
xmlab322/source.jpg,OPEN,What modality is used to take this image?,X-Ray,X-Ray,X-Ray,True,True
xmlab322/source.jpg,OPEN,What is the scanning plane of this image?,Coronal Plane,Coronal Plane,Coronal Plane,True,True
xmlab322/source.jpg,OPEN,Which part do the organs in this image locate from the aspect of the whole body?,Chest,Chest,Chest,True,True
xmlab322/source.jpg,OPEN,Where is the abnormality in this image?,Lower Right Chest,Lower Left Lung,Lower Left Lung,False,False
xmlab322/source.jpg,OPEN,Where is/are the pleural effusion located?,Lower Right Chest,Lower Right Lung,Lower Right Lung,False,False
xmlab322/source.jpg,OPEN,Which organ system is imaged?,Chest,Chest,Chest,True,True
xmlab322/source.jpg,OPEN,What organ system is pictured?,Chest,Chest,Chest,True,True
xmlab322/source.jpg,CLOSED,Is the lung healthy?,No,No,No,True,True
xmlab322/source.jpg,OPEN,What disease is/are shown on the right of chest in this image?,Pleural Effusion,Pleural Effusion,Pleural Effusion,True,True
xmlab322/source.jpg,CLOSED,Can pleural effusion be observed on the upper right chest in this picture?,No,No,No,True,True
xmlab322/source.jpg,OPEN,What color does the right lung show in the picture?,Black,Black,Black,True,True
xmlab322/source.jpg,OPEN,How many organs are there in this image?,2,2,2,True,True
xmlab322/source.jpg,OPEN,What is the effect of the main organ in this picture?,Breathe,Breathe,Breathe,True,True
xmlab322/source.jpg,OPEN,How to prevent the occurrence of the disease on the lower right chest in this image?,"Live healthy, enhance physical fitness",Keep healthy,"Live healthy, enhance physical fitness",False,True
xmlab322/source.jpg,OPEN,Which organs/organ in the picture belong to the respiratory system?,Lung,Lung,Lung,True,True
xmlab324/source.jpg,CLOSED,Is this a X-Ray?,Yes,Yes,Yes,True,True
xmlab324/source.jpg,OPEN,In what plane is this image scanned?,Coronal Plane,Coronal Plane,Coronal Plane,True,True
xmlab324/source.jpg,OPEN,Which part do the organs in this image locate from the aspect of the whole body?,Chest,Chest,Chest,True,True
xmlab324/source.jpg,OPEN,Where is the abnormality in this image?,Left Lung,Lower Left Lung,Both Lung,False,False
xmlab324/source.jpg,OPEN,Where is/are the mass located in this image?,Left Lung,Lower Left Lung,Right Lung,False,False
xmlab324/source.jpg,OPEN,What organ system is primarily present in this image?,Chest,Chest,Chest,True,True
xmlab324/source.jpg,OPEN,Which organs appear in pairs?,Lung,Lung,Lung,True,True
xmlab324/source.jpg,OPEN,What diseases are included in the picture?,Pulmonary Mass,Pneumonia,Pneumothorax,False,False
xmlab324/source.jpg,CLOSED,Does the lung look abnormal?,Yes,Yes,Yes,True,True
xmlab324/source.jpg,CLOSED,Can mass be observed on the left lung in this picture?,Yes,Yes,Yes,True,True
xmlab324/source.jpg,OPEN,What color does the left lung show in the picture?,Black,Black,Black,True,True
xmlab324/source.jpg,OPEN,How many lungs are shown in this image?,2,2,2,True,True
xmlab324/source.jpg,OPEN,What is the effect of the main organ in this picture?,Breathe,Breathe,Breathe,True,True
xmlab324/source.jpg,OPEN,What kind of symptoms will the disease on the left of lung bring to the patient?,"Dyspnea, hemoptysis, chest pain","Cough foamy mucus sputum, dyspnea, cough, chest pain","Cough foamy mucus sputum, dyspnea, cough, chest pain",False,False
xmlab324/source.jpg,OPEN,Which organs/organ is part of the respiratory system in this image?,Lung,Lung,Lung,True,True
xmlab330/source.jpg,CLOSED,Is this image taken via X-Ray?,Yes,Yes,Yes,True,True
xmlab330/source.jpg,CLOSED,Is this a coronal plane?,Yes,Yes,Yes,True,True
xmlab330/source.jpg,OPEN,Where does the image represent in the body?,Chest,Chest,Chest,True,True
xmlab330/source.jpg,OPEN,Where is the abnormality in this image?,Right Lung,Lower Left Lung,Right Lung,False,True
xmlab330/source.jpg,OPEN,What part of the lung is the mass located in?,Right Lung,Upper Right Lung,Upper Right Lung,False,False
xmlab330/source.jpg,OPEN,What organ system is primarily present in this image?,Chest,Chest,Chest,True,True
xmlab330/source.jpg,OPEN,What is the organ system visualized?,Chest,Chest,Chest,True,True
xmlab330/source.jpg,CLOSED,Is the lung healthy?,No,No,No,True,True
xmlab330/source.jpg,OPEN,What disease is/are shown on the right of lung?,Pulmonary Mass,Pulmonary Mass,Pulmonary Mass,True,True
xmlab330/source.jpg,CLOSED,Can mass be observed on the lower right lung in this picture?,Yes,No,Yes,False,True
xmlab330/source.jpg,OPEN,What color does the right lung show in the picture?,Black,Black,Black,True,True
xmlab330/source.jpg,OPEN,How many existing heart in this image?,1,1,1,True,True
xmlab330/source.jpg,OPEN,What can the organ with black color in this image be used for?,Breathe,Breathe,Breathe,True,True
xmlab330/source.jpg,OPEN,How to treat the disease located on the right of lung in this image?,"Medical treatment, surgical treatment","Medical treatment, surgical treatment","Medical treatment, surgical treatment",True,True
xmlab330/source.jpg,OPEN,Which organs/organ in the picture belong to the circulatory system?,Heart,Heart,Heart,True,True
xmlab34/source.jpg,OPEN,What modality is used to take this image?,MRI,MRI,MRI,True,True
xmlab34/source.jpg,OPEN,Which part of the body does this image belong to?,Abdomen,Abdomen,Abdomen,True,True
xmlab34/source.jpg,OPEN,What is the mr weighting in this image?,T1,T1,T1,True,True
xmlab34/source.jpg,CLOSED,Does the picture contain liver?,No,No,Yes,True,False
xmlab34/source.jpg,CLOSED,Does the picture contain kidney?,No,Yes,Yes,False,False
xmlab34/source.jpg,CLOSED,Does the picture contain spleen?,No,No,No,True,True
xmlab34/source.jpg,OPEN,How many kidneys in this image?,0,2,2,False,False
xmlab347/source.jpg,OPEN,How was this image taken?,X-Ray,X-Ray,X-Ray,True,True
xmlab347/source.jpg,OPEN,What scanning plane does this image belong to?,Coronal Plane,Coronal Plane,Coronal Plane,True,True
xmlab347/source.jpg,OPEN,Where does the image represent in the body?,Chest,Chest,Chest,True,True
xmlab347/source.jpg,OPEN,Which organ of chest is abnormal in this image?,Heart,Heart,Heart,True,True
xmlab347/source.jpg,OPEN,Where is the cardiomegaly in this image?,Heart,Heart,Heart,True,True
xmlab347/source.jpg,OPEN,What organ system is pictured?,Chest,Chest,Chest,True,True
xmlab347/source.jpg,OPEN,Which organ system is imaged?,Chest,Chest,Chest,True,True
xmlab347/source.jpg,CLOSED,Does the patient have any abnormalities?,Yes,Yes,Yes,True,True
xmlab347/source.jpg,OPEN,What diseases are included in the picture?,Cardiomegaly,Cardiomegaly,Cardiomegaly,True,True
xmlab347/source.jpg,CLOSED,Can cardiomegaly be observed in this picture?,Yes,Yes,Yes,True,True
xmlab347/source.jpg,OPEN,What color does the left lung show in the picture?,Black,Black,Black,True,True
xmlab347/source.jpg,OPEN,How many existing lungs in this image?,2,2,2,True,True
xmlab347/source.jpg,OPEN,What is the effect of the center organ in this picture?,Promote blood flow,Promote blood flow,Promote blood flow,True,True
xmlab347/source.jpg,OPEN,What is the main cause of the disease of the heart in the picture?,"Hypertension, dilated cardiomyopathy",Center,"Inflammation, malignant tumor, trauma, etc",False,False
xmlab347/source.jpg,OPEN,Which organs/organ in the picture belong to the circulatory system?,Heart,Heart,Heart,True,True
xmlab348/source.jpg,CLOSED,Is this image taken via CT?,No,No,No,True,True
xmlab348/source.jpg,OPEN,What scanning plane does this image belong to?,Coronal Plane,Coronal Plane,Coronal Plane,True,True
xmlab348/source.jpg,OPEN,Which part of the body does this image belong to?,Chest,Chest,Chest,True,True
xmlab348/source.jpg,CLOSED,"Which side of lung is abnormal in this image,left or right?",Left,Left,Left,True,True
xmlab348/source.jpg,OPEN,What part of the lung is the pneumonia located in?,Lower Left Lung,Lower Left Lung,Lower Left Lung,True,True
xmlab348/source.jpg,CLOSED,Is this a study of the chest?,Yes,Yes,Yes,True,True
xmlab348/source.jpg,OPEN,What is the main organ in the image?,Lung,Lung,Lung,True,True
xmlab348/source.jpg,CLOSED,Is the lung normal appearing?,No,No,No,True,True
xmlab348/source.jpg,CLOSED,Is this image normal?,No,No,No,True,True
xmlab348/source.jpg,CLOSED,Can pneumonia be observed on the lower right lung in this picture?,No,No,No,True,True
xmlab348/source.jpg,OPEN,What color does the right lung show in the picture?,Black,Black,Black,True,True
xmlab348/source.jpg,OPEN,How many existing heart in this image?,1,1,1,True,True
xmlab348/source.jpg,OPEN,What can the organ with black color in this image be used for?,Breathe,Breathe,Breathe,True,True
xmlab348/source.jpg,OPEN,What kind of symptoms will the disease on the lower left of lung bring to the patient?,"Cough foamy mucus sputum, dyspnea, cough, chest pain","Cough foamy mucus sputum, dyspnea, cough, chest pain","Cough foamy mucus sputum, dyspnea, cough, chest pain",True,True
xmlab348/source.jpg,OPEN,Which organs/organ is part of the respiratory system in this image?,Lung,Lung,Lung,True,True
xmlab349/source.jpg,OPEN,What modality is shown in this image?,X-Ray,X-Ray,X-Ray,True,True
xmlab349/source.jpg,OPEN,In what plane is this image scanned?,Coronal Plane,Coronal Plane,Coronal Plane,True,True
xmlab349/source.jpg,OPEN,Where does the picture show?,Chest,Chest,Chest,True,True
xmlab349/source.jpg,CLOSED,"Which side of lung is abnormal in this image,left or right?",Right,Left,Right,False,True
xmlab349/source.jpg,OPEN,Where is the pneumonia in this image?,Lower Right Lung,Lower Left Lung,Lower Right Lung,False,True
xmlab349/source.jpg,OPEN,Which organs appear in pairs?,Lung,Lung,Lung,True,True
xmlab349/source.jpg,OPEN,What organ system is primarily present in this image?,Chest,Chest,Chest,True,True
xmlab349/source.jpg,CLOSED,Is the lung normal appearing?,No,No,No,True,True
xmlab349/source.jpg,CLOSED,Is/Are there abnormalities in the patient's right lung?,Yes,Yes,Yes,True,True
xmlab349/source.jpg,CLOSED,Can pneumonia be observed on the lower right lung in this picture?,Yes,No,No,False,False
xmlab349/source.jpg,OPEN,What color does the left lung show in the picture?,Black,Black,Black,True,True
xmlab349/source.jpg,OPEN,How many organs are there in this image?,2,2,2,True,True
xmlab349/source.jpg,OPEN,What is the effect of the main organ in this picture?,Breathe,Breathe,Breathe,True,True
xmlab349/source.jpg,OPEN,How to treat the disease located on the right of lung in this image?,"Medical therapy, supportive therapy","Medical treatment, surgical treatment","Medical treatment, surgical treatment",False,False
xmlab349/source.jpg,OPEN,Which organs/organ is part of the circulatory system in this image?,Heart,Heart,Heart,True,True
xmlab351/source.jpg,CLOSED,Is this a X-Ray?,Yes,Yes,Yes,True,True
xmlab351/source.jpg,OPEN,What is the scanning plane of this image?,Coronal Plane,Coronal Plane,Coronal Plane,True,True
xmlab351/source.jpg,OPEN,Which part of the human body is the organ located in the image?,Chest,Chest,Chest,True,True
xmlab351/source.jpg,OPEN,Which organ of chest is abnormal in this image?,Heart,Heart,Heart,True,True
xmlab351/source.jpg,OPEN,Where is the cardiomegaly in the image?,Heart,Heart,Heart,True,True
xmlab351/source.jpg,OPEN,What is the organ system visualized?,Chest,Chest,Chest,True,True
xmlab351/source.jpg,OPEN,What organ system is primarily present in this image?,Chest,Chest,Chest,True,True
xmlab351/source.jpg,CLOSED,Is the lung abnormal?,Yes,Yes,Yes,True,True
xmlab351/source.jpg,OPEN,What diseases are included in the picture?,Cardiomegaly,Cardiomegaly,Cardiomegaly,True,True
xmlab351/source.jpg,CLOSED,Can cardiomegaly be observed in this picture?,Yes,Yes,Yes,True,True
xmlab351/source.jpg,OPEN,What color is the lung in the picture?,Black,Black,Black,True,True
xmlab351/source.jpg,OPEN,How many lungs are shown in this image?,2,2,2,True,True
xmlab351/source.jpg,OPEN,What is the function of the main organ in this picture?,Breathe,Breathe,Breathe,True,True
xmlab351/source.jpg,OPEN,How to prevent the occurrence of the disease on the heart in this image?,"Live healthy, enhance physical fitness","Live healthy, enhance physical fitness","Live healthy, enhance physical fitness",True,True
xmlab351/source.jpg,OPEN,Which organs/organ is part of the respiratory system in this image?,Lung,Lung,Lung,True,True
xmlab353/source.jpg,OPEN,What modality is shown in this image?,X-Ray,X-Ray,X-Ray,True,True
xmlab353/source.jpg,OPEN,In what plane is this image scanned?,Coronal Plane,Coronal Plane,Coronal Plane,True,True
xmlab353/source.jpg,OPEN,Where does the picture show?,Chest,Chest,Chest,True,True
xmlab353/source.jpg,OPEN,Which lobe is abnormal in this image?,Right,Right,Right,True,True
xmlab353/source.jpg,OPEN,Where is/are the pneumonia located?,Right Lung,Lower Left Lung,Right Lung,False,True
xmlab353/source.jpg,OPEN,What organ system is pictured?,Chest,Chest,Chest,True,True
xmlab353/source.jpg,OPEN,What organ system is primarily present in this image?,Chest,Chest,Chest,True,True
xmlab353/source.jpg,CLOSED,Does the patient have any abnormalities?,Yes,Yes,Yes,True,True
xmlab353/source.jpg,OPEN,What diseases are included in the picture?,Pneumonia,Pneumonia,Pneumonia,True,True
xmlab353/source.jpg,CLOSED,Can pneumonia be observed on the left lung in this picture?,No,Yes,Yes,False,False
xmlab353/source.jpg,OPEN,What color does the right lung show in the picture?,Black,Black,Black,True,True
xmlab353/source.jpg,OPEN,How many existing heart in this image?,1,1,1,True,True
xmlab353/source.jpg,OPEN,How much damage will be caused to the body taking such an image?,A Little,A Little,A Little,True,True
xmlab353/source.jpg,OPEN,How to treat the disease located on the right of lung in this image?,"Medical therapy, supportive therapy","Medical treatment, surgical treatment","Medical treatment, surgical treatment",False,False
xmlab353/source.jpg,OPEN,Which organs/organ is part of the respiratory system in this image?,Lung,Lung,Lung,True,True
xmlab359/source.jpg,CLOSED,Is this image taken via CT?,No,No,No,True,True
xmlab359/source.jpg,CLOSED,Is this a transverse plane?,No,No,No,True,True
xmlab359/source.jpg,OPEN,Which part of the human body is the organ located in the image?,Chest,Chest,Chest,True,True
xmlab359/source.jpg,OPEN,Which lobe is abnormal in this image?,Both,Right,Both,False,True
xmlab359/source.jpg,OPEN,Where is/are the mass located?,Both Lung,Lower Left Lung,Left Lung,False,False
xmlab359/source.jpg,OPEN,What is the main organ in the image?,Lung,Lung,Lung,True,True
xmlab359/source.jpg,OPEN,What organ system is primarily present in this image?,Chest,Chest,Chest,True,True
xmlab359/source.jpg,OPEN,What disease is/are shown on the left of lung?,Pulmonary Mass,Pulmonary Mass,Pulmonary Mass,True,True
xmlab359/source.jpg,CLOSED,Does the lung look abnormal?,Yes,Yes,Yes,True,True
xmlab359/source.jpg,CLOSED,Can mass be observed on the lower right lung in this picture?,Yes,No,No,False,False
xmlab359/source.jpg,OPEN,What color does the right lung show in the picture?,Black,Black,Black,True,True
xmlab359/source.jpg,OPEN,How many lungs are shown in this image?,2,2,2,True,True
xmlab359/source.jpg,OPEN,What is the effect of the center organ in this picture?,Promote blood flow,Promote blood flow,Promote blood flow,True,True
xmlab359/source.jpg,OPEN,How to prevent the occurrence of the disease on the lower right lobe of lung in this image?,Keep healthy,Keep healthy,Keep healthy,True,True
xmlab359/source.jpg,OPEN,Which organs/organ in the picture belong to the circulatory system?,Heart,Heart,Heart,True,True
xmlab360/source.jpg,OPEN,What imaging modality was used?,X-Ray,X-Ray,X-Ray,True,True
xmlab360/source.jpg,CLOSED,"Which plane is the image scanned, transverse plane or coronal plane?",Coronal Plane,Coronal Plane,Coronal Plane,True,True
xmlab360/source.jpg,OPEN,Where does the picture show?,Chest,Chest,Chest,True,True
xmlab360/source.jpg,OPEN,Where is/are the abnormality located in this picture?,Both Lung,Lower Left Lung,"Left Lung, Right",False,False
xmlab360/source.jpg,OPEN,Where is/are the pneumonia located?,Both Lung,Lower Left Lung,Lower Left Lung,False,False
xmlab360/source.jpg,OPEN,Which organ system is imaged?,Chest,Chest,Chest,True,True
xmlab360/source.jpg,OPEN,What organ system is pictured?,Chest,Chest,Chest,True,True
xmlab360/source.jpg,CLOSED,Is the lung healthy?,No,No,No,True,True
xmlab360/source.jpg,CLOSED,Is this image normal?,No,No,No,True,True
xmlab360/source.jpg,CLOSED,Can pneumonia be observed on the lower left lung in this picture?,Yes,No,No,False,False
xmlab360/source.jpg,OPEN,What color does the right lung show in the picture?,Gray,Black,Black,False,False
xmlab360/source.jpg,OPEN,How many organs are there in this image?,2,2,2,True,True
xmlab360/source.jpg,OPEN,How much damage will be caused to the body taking such an image?,A Little,A Little,A Little,True,True
xmlab360/source.jpg,OPEN,How to treat the disease located on the left of lung in this image?,"Medical therapy, supportive therapy","Medical treatment, surgical treatment","Medical treatment, surgical treatment",False,False
xmlab360/source.jpg,OPEN,Which organs/organ in the picture belong to the circulatory system?,Heart,Heart,Heart,True,True
xmlab366/source.jpg,OPEN,What modality is shown in this image?,X-Ray,X-Ray,X-Ray,True,True
xmlab366/source.jpg,CLOSED,Is this a transverse section?,No,No,No,True,True
xmlab366/source.jpg,CLOSED,Do the organs in the image exist in the abdomen?,No,No,No,True,True
xmlab366/source.jpg,OPEN,Which side of lung is abnormal in this image?,Left,Both,Both,False,False
xmlab366/source.jpg,OPEN,What part of the lung is the pneumonia located in?,Lower Left Lung,Lower Left Lung,Lower Left Lung,True,True
xmlab366/source.jpg,OPEN,What organ system is primarily present in this image?,Chest,Chest,Chest,True,True
xmlab366/source.jpg,OPEN,Which organ system is imaged?,Chest,Chest,Chest,True,True
xmlab366/source.jpg,OPEN,What diseases are included in the picture?,Pneumonia,Cardiomegaly,Cardiomegaly,False,False
xmlab366/source.jpg,CLOSED,Is the lung abnormal?,Yes,Yes,Yes,True,True
xmlab366/source.jpg,CLOSED,Can pneumonia be observed on the upper right lung in this picture?,No,No,No,True,True
xmlab366/source.jpg,OPEN,What color does the right lung show in the picture?,Black,Black,Black,True,True
xmlab366/source.jpg,OPEN,How many lungs are shown in this image?,2,2,2,True,True
xmlab366/source.jpg,OPEN,What is the function of the main organ in this picture?,Breathe,Breathe,Breathe,True,True
xmlab366/source.jpg,OPEN,How to prevent the occurrence of the disease on the lower left lobe of lung in this image?,"Pay attention to prevent cold and keep warm, enhance physical fitness","Pay attention to prevent cold and keep warm, enhance physical fitness","Live healthy, enhance physical fitness",True,False
xmlab366/source.jpg,OPEN,Which organs/organ is part of the respiratory system in this image?,Lung,Lung,Lung,True,True
xmlab379/source.jpg,OPEN,What type of medical image is this?,X-Ray,X-Ray,X-Ray,True,True
xmlab379/source.jpg,OPEN,What scanning plane does this image belong to?,Coronal Plane,Coronal Plane,Coronal Plane,True,True
xmlab379/source.jpg,OPEN,Which part of the human body is the organ located in the image?,Chest,Chest,Chest,True,True
xmlab379/source.jpg,OPEN,Where is the heart in this image?,Center,Center,Center,True,True
xmlab379/source.jpg,OPEN,Where is/are the atelectasis located?,Lower Left Lung,Lower Left Lung,Lower Left Lung,True,True
xmlab379/source.jpg,OPEN,What organ system is primarily present in this image?,Chest,Chest,Chest,True,True
xmlab379/source.jpg,CLOSED,Is this a study of the chest?,Yes,Yes,Yes,True,True
xmlab379/source.jpg,CLOSED,Is the lung normal appearing?,No,No,No,True,True
xmlab379/source.jpg,OPEN,What diseases are included in the picture?,Atelectasis,Cardiomegaly,Nodule,False,False
xmlab379/source.jpg,CLOSED,Can atelectasis be observed on the lower right lung in this picture?,No,Yes,Yes,False,False
xmlab379/source.jpg,OPEN,What color does the right lung show in the picture?,Gray,Black,Black,False,False
xmlab379/source.jpg,OPEN,How many existing lungs in this image?,2,2,2,True,True
xmlab379/source.jpg,OPEN,What is the effect of the main organ in this picture?,Breathe,Breathe,Breathe,True,True
xmlab379/source.jpg,OPEN,What kind of symptoms will the disease on the lower left of lung bring to the patient?,"Chest tightness, shortness of breath, difficulty breathing, dry cough","Cough foamy mucus sputum, dyspnea, cough, chest pain","Cough foamy mucus sputum, dyspnea, cough, chest pain",False,False
xmlab379/source.jpg,OPEN,Which organs/organ is part of the circulatory system in this image?,Heart,Heart,Heart,True,True
xmlab380/source.jpg,CLOSED,Is this an MRI scan?,No,No,No,True,True
xmlab380/source.jpg,OPEN,What is the scanning plane of this image?,Coronal Plane,Coronal Plane,Coronal Plane,True,True
xmlab380/source.jpg,OPEN,Where does the image represent in the body?,Chest,Chest,Chest,True,True
xmlab380/source.jpg,OPEN,Which side of lung is abnormal in this image?,Right,Both,Right,False,True
xmlab380/source.jpg,OPEN,Where is the atelectasis?,Lower Right Lung,Lower Left Lung,Lower Right Lung,False,True
xmlab380/source.jpg,CLOSED,Is this a study of the chest?,Yes,Yes,Yes,True,True
xmlab380/source.jpg,OPEN,What is the main organ in the image?,Lung,Lung,Lung,True,True
xmlab380/source.jpg,OPEN,What disease is/are shown on the right of lung?,Atelectasis,Pulmonary Mass,Pleural Effusion,False,False
xmlab380/source.jpg,CLOSED,Does the lung look abnormal?,Yes,Yes,Yes,True,True
xmlab380/source.jpg,CLOSED,Can atelectasis be observed on the upper left lung in this picture?,No,No,No,True,True
xmlab380/source.jpg,OPEN,What color does the right lung show in the picture?,Black,Black,Black,True,True
xmlab380/source.jpg,OPEN,How many lungs are shown in this image?,2,2,2,True,True
xmlab380/source.jpg,OPEN,What is the effect of the center organ in this picture?,Promote blood flow,Promote blood flow,Promote blood flow,True,True
xmlab380/source.jpg,OPEN,How to prevent the occurrence of the disease on the lower right lobe of lung in this image?,"Quit smoking, enhance physical fitness",Keep healthy,"Quit smoking, enhance physical fitness",False,True
xmlab380/source.jpg,OPEN,Which organs/organ is part of the respiratory system in this image?,Lung,Lung,Lung,True,True
xmlab383/source.jpg,OPEN,What modality is used to take this image?,X-Ray,X-Ray,X-Ray,True,True
xmlab383/source.jpg,CLOSED,Is this a coronal plane?,Yes,Yes,No,True,False
xmlab383/source.jpg,OPEN,Which part do the organs in this image locate from the aspect of the whole body?,Chest,Chest,Chest,True,True
xmlab383/source.jpg,OPEN,Where is the abnormality in this image?,Lower Right Lung,Lower Left Lung,Lower Left Lung,False,False
xmlab383/source.jpg,OPEN,What part of the lung is the pneumonia located in?,Lower Right Lung,Lower Left Lung,Lower Left Lung,False,False
